customer_id,product_id,category,purchase_amount,original_price,discount_rate,order_date
1703,299,Home & Kitchen,185.41,197.53,0.06,2023-03-10 06:00:00
9133,992,Home & Kitchen,84.15,142.15,0.41,2023-03-10 07:00:00
1574,518,Fashion,205.04,220.95999999999998,0.07,2023-03-10 08:00:00
6704,138,Fashion,279.88,287.44,0.03,2023-03-10 09:00:00
8848,831,Electronics,19.64,89.21,0.78,2023-03-10 10:00:00
6208,406,Home & Kitchen,315.68,385.46000000000004,0.18,2023-03-10 11:00:00
7924,103,Toys,200.57,262.63,0.24,2023-03-10 12:00:00
4828,732,Fashion,9.81,96.44,0.9,2023-03-10 13:00:00
4230,947,Electronics,338.58,351.26,0.04,2023-03-10 14:00:00
1488,176,Toys,357.63,372.63,0.04,2023-03-10 15:00:00
8114,567,Home & Kitchen,316.28,403.40999999999997,0.22,2023-03-10 16:00:00
4173,278,Fashion,174.26,227.07,0.23,2023-03-10 17:00:00
2667,744,Fashion,267.15,298.09,0.1,2023-03-10 18:00:00
5114,922,Electronics,196.64,271.76,0.28,2023-03-10 19:00:00
4553,840,Electronics,351.81,441.78,0.2,2023-03-10 20:00:00
8761,375,Home & Kitchen,293.87,364.38,0.19,2023-03-10 21:00:00
2000,251,Fashion,45.49,125.72,0.64,2023-03-10 22:00:00
2388,263,Electronics,323.33,355.16999999999996,0.09,2023-03-10 23:00:00
6450,389,Fashion,345.18,377.61,0.09,2023-03-11 00:00:00
4712,477,Home & Kitchen,188.5,275.59000000000003,0.32,2023-03-11 01:00:00
2367,720,Fashion,438.51,501.91999999999996,0.13,2023-03-11 02:00:00
9189,737,Toys,422.29,449.54,0.06,2023-03-11 03:00:00
1454,851,Fashion,91.71,146.51,0.37,2023-03-11 04:00:00
3772,409,Books,452.61,522.77,0.13,2023-03-11 05:00:00
4726,488,Books,223.23,248.98999999999998,0.1,2023-03-11 06:00:00
8232,956,Home & Kitchen,363.26,430.48,0.16,2023-03-11 07:00:00
5806,757,Home & Kitchen,407.98,416.98,0.02,2023-03-11 08:00:00
3190,863,Home & Kitchen,255.03,288.88,0.12,2023-03-11 09:00:00
3875,282,Toys,202.56,271.59000000000003,0.25,2023-03-11 10:00:00
6592,920,Toys,458.15,477.34,0.04,2023-03-11 11:00:00
2440,405,Fashion,119.27,145.38,0.18,2023-03-11 12:00:00
9927,171,Electronics,132.2,220.70999999999998,0.4,2023-03-11 13:00:00
7059,318,Books,184.0,253.06,0.27,2023-03-11 14:00:00
8010,818,Books,430.44,482.84,0.11,2023-03-11 15:00:00
8117,272,Books,469.7,494.73,0.05,2023-03-11 16:00:00
3989,752,Fashion,113.93,151.36,0.25,2023-03-11 17:00:00
7228,371,Fashion,432.62,492.18,0.12,2023-03-11 18:00:00
7471,825,Home & Kitchen,132.81,152.56,0.13,2023-03-11 19:00:00
3863,567,Electronics,485.47,536.24,0.09,2023-03-11 20:00:00
2177,368,Home & Kitchen,300.72,344.57000000000005,0.13,2023-03-11 21:00:00
5760,119,Fashion,8.51,58.8,0.86,2023-03-11 22:00:00
1011,677,Toys,21.89,36.92,0.41,2023-03-11 23:00:00
6252,914,Home & Kitchen,78.0,93.12,0.16,2023-03-12 00:00:00
5399,602,Fashion,97.85,194.44,0.5,2023-03-12 01:00:00
9234,246,Fashion,384.97,483.01000000000005,0.2,2023-03-12 02:00:00
6445,528,Toys,115.27,160.76,0.28,2023-03-12 03:00:00
7570,264,Toys,484.73,564.6800000000001,0.14,2023-03-12 04:00:00
9212,989,Toys,319.88,387.18,0.17,2023-03-12 05:00:00
1406,409,Electronics,347.8,363.91,0.04,2023-03-12 06:00:00
5431,617,Fashion,112.82,146.0,0.23,2023-03-12 07:00:00
6243,113,Toys,446.89,481.69,0.07,2023-03-12 08:00:00
7542,231,Electronics,335.57,397.17,0.16,2023-03-12 09:00:00
7936,953,Books,432.88,492.98,0.12,2023-03-12 10:00:00
9906,854,Books,478.46,571.1899999999999,0.16,2023-03-12 11:00:00
5146,538,Books,67.19,147.24,0.54,2023-03-12 12:00:00
1140,842,Fashion,52.81,139.21,0.62,2023-03-12 13:00:00
5882,839,Electronics,402.69,492.36,0.18,2023-03-12 14:00:00
7012,773,Electronics,433.73,514.85,0.16,2023-03-12 15:00:00
1963,894,Books,293.96,330.58,0.11,2023-03-12 16:00:00
8151,362,Home & Kitchen,186.17,211.6,0.12,2023-03-12 17:00:00
9564,742,Books,328.05,387.37,0.15,2023-03-12 18:00:00
4610,324,Fashion,156.3,226.81,0.31,2023-03-12 19:00:00
7894,357,Books,123.0,164.72,0.25,2023-03-12 20:00:00
8311,333,Books,246.63,332.22,0.26,2023-03-12 21:00:00
1105,435,Electronics,112.0,208.25,0.46,2023-03-12 22:00:00
6539,508,Books,244.43,303.52,0.19,2023-03-12 23:00:00
7787,927,Toys,478.52,526.9,0.09,2023-03-13 00:00:00
3137,123,Toys,420.69,505.76,0.17,2023-03-13 01:00:00
5445,370,Home & Kitchen,471.11,478.42,0.02,2023-03-13 02:00:00
4530,194,Fashion,404.13,421.39,0.04,2023-03-13 03:00:00
2286,241,Fashion,180.6,265.94,0.32,2023-03-13 04:00:00
8052,793,Electronics,406.96,481.5,0.15,2023-03-13 05:00:00
4654,817,Fashion,461.84,506.37,0.09,2023-03-13 06:00:00
8102,180,Home & Kitchen,473.78,563.22,0.16,2023-03-13 07:00:00
3359,373,Toys,343.18,381.57,0.1,2023-03-13 08:00:00
9105,375,Electronics,109.63,174.85,0.37,2023-03-13 09:00:00
9636,982,Toys,24.67,89.93,0.73,2023-03-13 10:00:00
7441,564,Home & Kitchen,77.86,100.37,0.22,2023-03-13 11:00:00
6047,307,Electronics,482.95,515.01,0.06,2023-03-13 12:00:00
9227,395,Books,233.74,325.76,0.28,2023-03-13 13:00:00
6203,138,Fashion,428.22,450.64000000000004,0.05,2023-03-13 14:00:00
2798,387,Home & Kitchen,235.2,256.69,0.08,2023-03-13 15:00:00
6291,223,Electronics,332.1,382.66,0.13,2023-03-13 16:00:00
6495,975,Toys,16.95,30.71,0.45,2023-03-13 17:00:00
7284,382,Electronics,128.68,218.67000000000002,0.41,2023-03-13 18:00:00
8285,977,Books,220.95,235.45999999999998,0.06,2023-03-13 19:00:00
2300,279,Home & Kitchen,317.16,380.73,0.17,2023-03-13 20:00:00
7869,196,Electronics,89.9,127.18,0.29,2023-03-13 21:00:00
4097,290,Home & Kitchen,383.45,464.86,0.18,2023-03-13 22:00:00
5616,173,Home & Kitchen,185.38,246.41,0.25,2023-03-13 23:00:00
1009,546,Toys,409.63,451.52,0.09,2023-03-14 00:00:00
6752,884,Fashion,53.49,151.96,0.65,2023-03-14 01:00:00
7295,596,Books,341.48,352.77000000000004,0.03,2023-03-14 02:00:00
5815,660,Electronics,150.2,210.08999999999997,0.29,2023-03-14 03:00:00
2072,583,Fashion,398.71,497.71999999999997,0.2,2023-03-14 04:00:00
4225,948,Toys,204.07,274.71,0.26,2023-03-14 05:00:00
2316,821,Fashion,334.35,409.63,0.18,2023-03-14 06:00:00
6699,215,Home & Kitchen,467.48,475.53000000000003,0.02,2023-03-14 07:00:00
7807,634,Home & Kitchen,15.21,22.240000000000002,0.32,2023-03-14 08:00:00
7674,197,Books,10.5,18.93,0.45,2023-03-14 09:00:00
4683,427,Electronics,386.29,485.5,0.2,2023-03-14 10:00:00
8227,506,Electronics,324.96,423.01,0.23,2023-03-14 11:00:00
4273,412,Toys,150.02,186.8,0.2,2023-03-14 12:00:00
8000,801,Books,249.73,282.37,0.12,2023-03-14 13:00:00
1145,793,Electronics,25.76,44.63,0.42,2023-03-14 14:00:00
6010,247,Home & Kitchen,100.26,136.53,0.27,2023-03-14 15:00:00
4040,441,Books,215.13,255.29,0.16,2023-03-14 16:00:00
1482,594,Fashion,417.85,493.94000000000005,0.15,2023-03-14 17:00:00
4179,122,Books,242.44,329.74,0.26,2023-03-14 18:00:00
2249,204,Books,295.25,371.19,0.2,2023-03-14 19:00:00
1630,774,Electronics,437.51,503.93,0.13,2023-03-14 20:00:00
9853,678,Toys,157.87,235.63,0.33,2023-03-14 21:00:00
3852,901,Toys,351.85,427.01,0.18,2023-03-14 22:00:00
1987,900,Electronics,431.53,481.72999999999996,0.1,2023-03-14 23:00:00
8622,657,Electronics,105.29,142.2,0.26,2023-03-15 00:00:00
8327,692,Electronics,181.46,213.32,0.15,2023-03-15 01:00:00
9841,758,Toys,490.01,559.55,0.12,2023-03-15 02:00:00
2100,321,Electronics,491.69,587.8199999999999,0.16,2023-03-15 03:00:00
7652,954,Fashion,115.5,175.7,0.34,2023-03-15 04:00:00
9632,114,Fashion,37.89,129.57999999999998,0.71,2023-03-15 05:00:00
8421,990,Home & Kitchen,139.11,145.46,0.04,2023-03-15 06:00:00
6016,732,Fashion,201.88,282.35,0.29,2023-03-15 07:00:00
1769,177,Books,223.3,309.39,0.28,2023-03-15 08:00:00
2343,421,Home & Kitchen,311.31,376.25,0.17,2023-03-15 09:00:00
5358,906,Fashion,450.25,543.99,0.17,2023-03-15 10:00:00
7780,340,Books,168.52,229.56,0.27,2023-03-15 11:00:00
7602,117,Fashion,425.74,453.59000000000003,0.06,2023-03-15 12:00:00
3349,867,Books,51.27,76.76,0.33,2023-03-15 13:00:00
6699,553,Electronics,25.73,83.53,0.69,2023-03-15 14:00:00
2241,542,Books,254.5,345.62,0.26,2023-03-15 15:00:00
2125,376,Electronics,34.53,46.4,0.26,2023-03-15 16:00:00
7764,523,Books,199.28,261.7,0.24,2023-03-15 17:00:00
6101,575,Books,448.91,527.04,0.15,2023-03-15 18:00:00
8843,126,Fashion,124.53,140.49,0.11,2023-03-15 19:00:00
1072,613,Books,354.46,370.54999999999995,0.04,2023-03-15 20:00:00
6472,964,Fashion,154.67,194.45,0.2,2023-03-15 21:00:00
6189,563,Books,27.24,58.26,0.53,2023-03-15 22:00:00
3472,906,Toys,280.56,304.4,0.08,2023-03-15 23:00:00
1707,923,Home & Kitchen,418.25,442.13,0.05,2023-03-16 00:00:00
2804,462,Fashion,207.69,225.1,0.08,2023-03-16 01:00:00
7704,482,Fashion,310.56,373.59000000000003,0.17,2023-03-16 02:00:00
4713,850,Electronics,450.51,520.88,0.14,2023-03-16 03:00:00
6051,624,Toys,395.9,467.67999999999995,0.15,2023-03-16 04:00:00
3475,481,Electronics,100.97,156.54,0.35,2023-03-16 05:00:00
4610,283,Toys,368.03,463.55999999999995,0.21,2023-03-16 06:00:00
5255,293,Toys,253.44,342.09000000000003,0.26,2023-03-16 07:00:00
8397,561,Books,374.25,470.22,0.2,2023-03-16 08:00:00
2735,155,Electronics,249.79,291.73,0.14,2023-03-16 09:00:00
9258,329,Home & Kitchen,68.34,156.73000000000002,0.56,2023-03-16 10:00:00
8979,588,Toys,287.11,364.58000000000004,0.21,2023-03-16 11:00:00
3428,127,Toys,248.61,285.91,0.13,2023-03-16 12:00:00
8426,931,Fashion,261.37,276.5,0.05,2023-03-16 13:00:00
9533,682,Books,440.06,509.90999999999997,0.14,2023-03-16 14:00:00
6249,821,Home & Kitchen,447.94,465.9,0.04,2023-03-16 15:00:00
6291,283,Toys,229.5,262.40999999999997,0.13,2023-03-16 16:00:00
3817,524,Fashion,230.59,283.12,0.19,2023-03-16 17:00:00
4874,474,Electronics,260.02,329.61,0.21,2023-03-16 18:00:00
5211,967,Toys,262.2,355.19,0.26,2023-03-16 19:00:00
1661,140,Fashion,475.44,536.8,0.11,2023-03-16 20:00:00
4374,583,Electronics,326.45,395.23,0.17,2023-03-16 21:00:00
1207,359,Books,142.34,176.79000000000002,0.19,2023-03-16 22:00:00
3665,540,Electronics,268.11,338.40000000000003,0.21,2023-03-16 23:00:00
3493,955,Toys,315.48,362.07000000000005,0.13,2023-03-17 00:00:00
7813,183,Home & Kitchen,321.69,408.1,0.21,2023-03-17 01:00:00
1632,145,Electronics,294.7,336.98,0.13,2023-03-17 02:00:00
4083,539,Home & Kitchen,92.98,142.47,0.35,2023-03-17 03:00:00
4719,770,Home & Kitchen,21.63,67.73,0.68,2023-03-17 04:00:00
8123,955,Electronics,172.23,254.29,0.32,2023-03-17 05:00:00
2679,618,Books,216.62,312.22,0.31,2023-03-17 06:00:00
1236,944,Electronics,35.59,71.68,0.5,2023-03-17 07:00:00
8446,537,Fashion,408.41,458.54,0.11,2023-03-17 08:00:00
5443,235,Home & Kitchen,175.32,247.38,0.29,2023-03-17 09:00:00
7770,282,Toys,457.25,547.31,0.16,2023-03-17 10:00:00
7099,808,Home & Kitchen,81.43,133.33,0.39,2023-03-17 11:00:00
9555,271,Toys,33.18,48.519999999999996,0.32,2023-03-17 12:00:00
3368,960,Fashion,243.75,283.77,0.14,2023-03-17 13:00:00
1285,887,Fashion,98.62,155.9,0.37,2023-03-17 14:00:00
1148,689,Fashion,469.01,513.67,0.09,2023-03-17 15:00:00
5037,789,Electronics,10.1,32.82,0.69,2023-03-17 16:00:00
7549,638,Home & Kitchen,209.25,217.76,0.04,2023-03-17 17:00:00
8121,219,Toys,463.74,534.04,0.13,2023-03-17 18:00:00
5895,380,Fashion,195.29,294.6,0.34,2023-03-17 19:00:00
6280,407,Fashion,51.09,143.41,0.64,2023-03-17 20:00:00
2012,807,Toys,154.93,224.84,0.31,2023-03-17 21:00:00
3785,376,Home & Kitchen,251.52,336.47,0.25,2023-03-17 22:00:00
4725,629,Home & Kitchen,96.65,125.94,0.23,2023-03-17 23:00:00
5576,394,Toys,235.95,300.08,0.21,2023-03-18 00:00:00
6782,882,Books,418.99,429.75,0.03,2023-03-18 01:00:00
7257,152,Home & Kitchen,436.95,509.13,0.14,2023-03-18 02:00:00
3408,905,Toys,29.38,126.52,0.77,2023-03-18 03:00:00
1340,531,Toys,84.65,171.43,0.51,2023-03-18 04:00:00
3817,151,Fashion,141.27,197.04000000000002,0.28,2023-03-18 05:00:00
3496,827,Toys,299.46,379.39,0.21,2023-03-18 06:00:00
6962,171,Electronics,183.69,278.36,0.34,2023-03-18 07:00:00
6299,127,Fashion,422.8,448.32,0.06,2023-03-18 08:00:00
8574,568,Fashion,359.75,440.11,0.18,2023-03-18 09:00:00
2689,863,Home & Kitchen,54.73,85.37,0.36,2023-03-18 10:00:00
4267,985,Books,314.16,402.47,0.22,2023-03-18 11:00:00
5406,646,Home & Kitchen,60.94,75.28,0.19,2023-03-18 12:00:00
9453,500,Electronics,131.24,153.17000000000002,0.14,2023-03-18 13:00:00
2442,300,Fashion,93.05,166.51,0.44,2023-03-18 14:00:00
9597,860,Fashion,90.67,112.27000000000001,0.19,2023-03-18 15:00:00
5437,710,Toys,310.12,330.14,0.06,2023-03-18 16:00:00
6435,919,Books,283.98,341.75,0.17,2023-03-18 17:00:00
9435,565,Books,92.13,176.45,0.48,2023-03-18 18:00:00
5107,751,Toys,495.14,525.64,0.06,2023-03-18 19:00:00
1560,694,Electronics,213.81,298.72,0.28,2023-03-18 20:00:00
9785,659,Books,53.05,134.81,0.61,2023-03-18 21:00:00
6548,889,Fashion,64.68,124.70000000000002,0.48,2023-03-18 22:00:00
2826,478,Electronics,294.03,360.45,0.18,2023-03-18 23:00:00
8629,859,Home & Kitchen,489.64,498.47999999999996,0.02,2023-03-19 00:00:00
9325,994,Home & Kitchen,288.12,328.0,0.12,2023-03-19 01:00:00
4138,276,Electronics,474.78,504.79999999999995,0.06,2023-03-19 02:00:00
8693,151,Fashion,224.85,244.1,0.08,2023-03-19 03:00:00
9264,178,Home & Kitchen,220.74,262.76,0.16,2023-03-19 04:00:00
8842,484,Fashion,252.5,291.22,0.13,2023-03-19 05:00:00
7721,933,Toys,350.23,424.47,0.17,2023-03-19 06:00:00
8002,675,Books,186.97,248.79,0.25,2023-03-19 07:00:00
5225,107,Electronics,432.62,524.36,0.17,2023-03-19 08:00:00
3978,313,Books,19.49,38.3,0.49,2023-03-19 09:00:00
8373,124,Toys,222.68,233.36,0.05,2023-03-19 10:00:00
6907,549,Home & Kitchen,257.94,313.73,0.18,2023-03-19 11:00:00
7097,867,Fashion,305.48,310.58000000000004,0.02,2023-03-19 12:00:00
6656,854,Fashion,141.66,221.49,0.36,2023-03-19 13:00:00
9984,556,Toys,216.6,269.67,0.2,2023-03-19 14:00:00
5259,560,Electronics,244.85,296.21999999999997,0.17,2023-03-19 15:00:00
9286,297,Books,345.02,384.46,0.1,2023-03-19 16:00:00
6901,193,Home & Kitchen,387.9,428.52,0.09,2023-03-19 17:00:00
5917,818,Electronics,370.22,416.18,0.11,2023-03-19 18:00:00
9429,536,Toys,174.08,180.60000000000002,0.04,2023-03-19 19:00:00
3530,626,Toys,499.73,512.6700000000001,0.03,2023-03-19 20:00:00
2960,789,Fashion,425.09,478.07,0.11,2023-03-19 21:00:00
8045,477,Home & Kitchen,133.71,152.97,0.13,2023-03-19 22:00:00
2048,686,Electronics,101.58,180.56,0.44,2023-03-19 23:00:00
6772,203,Fashion,160.44,191.51999999999998,0.16,2023-03-20 00:00:00
3529,905,Home & Kitchen,228.91,243.21,0.06,2023-03-20 01:00:00
3964,779,Books,426.15,453.48999999999995,0.06,2023-03-20 02:00:00
8137,726,Books,390.29,429.21000000000004,0.09,2023-03-20 03:00:00
1963,138,Fashion,426.37,434.73,0.02,2023-03-20 04:00:00
1536,557,Electronics,139.62,158.08,0.12,2023-03-20 05:00:00
8340,463,Home & Kitchen,298.76,334.53,0.11,2023-03-20 06:00:00
8179,884,Books,145.21,179.71,0.19,2023-03-20 07:00:00
8967,234,Books,58.97,140.01,0.58,2023-03-20 08:00:00
9734,473,Electronics,343.68,428.79,0.2,2023-03-20 09:00:00
1845,331,Fashion,75.78,99.15,0.24,2023-03-20 10:00:00
6777,138,Toys,335.51,352.28,0.05,2023-03-20 11:00:00
4036,902,Home & Kitchen,325.74,390.99,0.17,2023-03-20 12:00:00
6947,918,Books,406.07,487.51,0.17,2023-03-20 13:00:00
3494,146,Toys,74.08,170.63,0.57,2023-03-20 14:00:00
3719,135,Electronics,392.82,398.46999999999997,0.01,2023-03-20 15:00:00
2884,931,Fashion,499.64,543.9399999999999,0.08,2023-03-20 16:00:00
5349,194,Home & Kitchen,426.27,501.0,0.15,2023-03-20 17:00:00
6179,460,Electronics,377.15,460.85999999999996,0.18,2023-03-20 18:00:00
7610,624,Fashion,332.77,343.69,0.03,2023-03-20 19:00:00
7430,245,Electronics,213.78,283.44,0.25,2023-03-20 20:00:00
8154,467,Books,366.6,399.05,0.08,2023-03-20 21:00:00
7488,164,Books,363.47,375.56,0.03,2023-03-20 22:00:00
5737,327,Toys,317.59,369.04999999999995,0.14,2023-03-20 23:00:00
7525,853,Electronics,399.16,419.18,0.05,2023-03-21 00:00:00
4850,619,Books,227.14,302.15999999999997,0.25,2023-03-21 01:00:00
1689,915,Fashion,65.02,140.44,0.54,2023-03-21 02:00:00
6175,952,Toys,281.74,366.74,0.23,2023-03-21 03:00:00
9648,654,Home & Kitchen,136.2,177.07,0.23,2023-03-21 04:00:00
6078,855,Electronics,195.29,201.54999999999998,0.03,2023-03-21 05:00:00
6448,280,Books,13.62,43.29,0.69,2023-03-21 06:00:00
2179,600,Fashion,194.48,243.92,0.2,2023-03-21 07:00:00
7406,696,Electronics,405.36,476.29,0.15,2023-03-21 08:00:00
9591,254,Fashion,273.65,314.94,0.13,2023-03-21 09:00:00
7907,886,Toys,9.85,65.77,0.85,2023-03-21 10:00:00
9800,634,Books,237.57,292.38,0.19,2023-03-21 11:00:00
2638,726,Books,149.27,169.94,0.12,2023-03-21 12:00:00
6671,917,Toys,241.39,305.58,0.21,2023-03-21 13:00:00
7928,534,Fashion,205.32,252.04999999999998,0.19,2023-03-21 14:00:00
2382,910,Electronics,466.33,548.0799999999999,0.15,2023-03-21 15:00:00
2403,198,Fashion,25.38,95.99,0.74,2023-03-21 16:00:00
4292,715,Electronics,343.38,358.96999999999997,0.04,2023-03-21 17:00:00
1419,471,Toys,426.26,477.69,0.11,2023-03-21 18:00:00
5517,662,Home & Kitchen,479.82,551.56,0.13,2023-03-21 19:00:00
4302,461,Electronics,92.93,106.2,0.12,2023-03-21 20:00:00
8857,211,Books,268.0,348.29,0.23,2023-03-21 21:00:00
8870,552,Books,26.58,52.67,0.5,2023-03-21 22:00:00
6693,855,Books,252.1,304.89,0.17,2023-03-21 23:00:00
1767,268,Fashion,67.1,161.45,0.58,2023-03-22 00:00:00
3044,683,Fashion,419.76,479.03999999999996,0.12,2023-03-22 01:00:00
2549,238,Fashion,61.37,106.66,0.42,2023-03-22 02:00:00
7140,947,Books,259.08,264.72999999999996,0.02,2023-03-22 03:00:00
4716,330,Electronics,262.94,280.61,0.06,2023-03-22 04:00:00
5481,338,Books,485.97,545.94,0.11,2023-03-22 05:00:00
8898,352,Electronics,329.22,381.13,0.14,2023-03-22 06:00:00
7548,535,Fashion,147.48,187.04,0.21,2023-03-22 07:00:00
3293,660,Home & Kitchen,124.2,216.91,0.43,2023-03-22 08:00:00
5837,521,Fashion,68.48,105.07000000000001,0.35,2023-03-22 09:00:00
8758,402,Toys,379.47,435.5,0.13,2023-03-22 10:00:00
7793,171,Electronics,346.92,405.95000000000005,0.15,2023-03-22 11:00:00
8638,362,Home & Kitchen,306.89,362.0,0.15,2023-03-22 12:00:00
8993,933,Fashion,25.22,75.59,0.67,2023-03-22 13:00:00
7007,321,Home & Kitchen,382.6,419.62,0.09,2023-03-22 14:00:00
6542,176,Books,322.73,414.06,0.22,2023-03-22 15:00:00
7356,161,Electronics,482.12,529.95,0.09,2023-03-22 16:00:00
9433,570,Toys,295.67,350.87,0.16,2023-03-22 17:00:00
8380,256,Books,155.46,222.83,0.3,2023-03-22 18:00:00
3385,905,Home & Kitchen,193.85,205.28,0.06,2023-03-22 19:00:00
5268,224,Fashion,92.04,171.26,0.46,2023-03-22 20:00:00
1671,840,Electronics,362.84,416.53,0.13,2023-03-22 21:00:00
1163,951,Toys,355.32,422.75,0.16,2023-03-22 22:00:00
9656,260,Fashion,104.32,182.66,0.43,2023-03-22 23:00:00
5592,640,Toys,83.45,171.49,0.51,2023-03-23 00:00:00
5795,725,Electronics,43.12,85.38,0.49,2023-03-23 01:00:00
5798,690,Home & Kitchen,456.43,538.52,0.15,2023-03-23 02:00:00
7036,634,Toys,120.37,149.96,0.2,2023-03-23 03:00:00
3355,205,Electronics,175.36,243.09000000000003,0.28,2023-03-23 04:00:00
6887,230,Toys,143.85,158.60999999999999,0.09,2023-03-23 05:00:00
8961,456,Fashion,209.74,216.64000000000001,0.03,2023-03-23 06:00:00
6827,784,Toys,358.45,372.55,0.04,2023-03-23 07:00:00
9737,875,Fashion,435.94,471.28,0.07,2023-03-23 08:00:00
5719,953,Fashion,95.39,103.34,0.08,2023-03-23 09:00:00
1593,984,Electronics,344.77,409.66999999999996,0.16,2023-03-23 10:00:00
5839,896,Books,179.52,214.59,0.16,2023-03-23 11:00:00
8394,101,Toys,490.36,565.32,0.13,2023-03-23 12:00:00
4493,332,Home & Kitchen,152.96,162.32,0.06,2023-03-23 13:00:00
7164,468,Fashion,8.56,34.15,0.75,2023-03-23 14:00:00
3672,350,Books,260.24,304.0,0.14,2023-03-23 15:00:00
5200,932,Fashion,79.61,120.96000000000001,0.34,2023-03-23 16:00:00
1016,207,Books,27.02,44.46,0.39,2023-03-23 17:00:00
4191,375,Books,350.64,450.08,0.22,2023-03-23 18:00:00
1392,279,Home & Kitchen,367.47,399.49,0.08,2023-03-23 19:00:00
9616,824,Books,233.05,306.55,0.24,2023-03-23 20:00:00
7272,392,Home & Kitchen,340.06,365.96,0.07,2023-03-23 21:00:00
1571,683,Electronics,271.43,359.83000000000004,0.25,2023-03-23 22:00:00
4631,894,Fashion,316.75,358.59000000000003,0.12,2023-03-23 23:00:00
7172,274,Home & Kitchen,300.37,390.96000000000004,0.23,2023-03-24 00:00:00
8177,222,Fashion,334.58,372.04999999999995,0.1,2023-03-24 01:00:00
9433,326,Toys,103.82,109.63999999999999,0.05,2023-03-24 02:00:00
4897,543,Electronics,138.01,192.13,0.28,2023-03-24 03:00:00
9123,912,Toys,222.78,277.63,0.2,2023-03-24 04:00:00
3279,527,Toys,225.83,242.21,0.07,2023-03-24 05:00:00
9980,182,Books,388.33,415.65,0.07,2023-03-24 06:00:00
8451,864,Books,186.86,266.29,0.3,2023-03-24 07:00:00
9906,757,Toys,85.44,93.92999999999999,0.09,2023-03-24 08:00:00
1775,731,Books,129.48,180.98999999999998,0.28,2023-03-24 09:00:00
7869,164,Fashion,111.29,166.68,0.33,2023-03-24 10:00:00
3247,380,Books,367.17,437.6,0.16,2023-03-24 11:00:00
8088,894,Toys,237.82,246.38,0.03,2023-03-24 12:00:00
1078,490,Books,355.77,416.40999999999997,0.15,2023-03-24 13:00:00
9080,527,Books,211.03,216.32,0.02,2023-03-24 14:00:00
8099,717,Home & Kitchen,445.42,475.61,0.06,2023-03-24 15:00:00
4926,911,Home & Kitchen,491.84,544.31,0.1,2023-03-24 16:00:00
8340,206,Toys,336.57,428.14,0.21,2023-03-24 17:00:00
8083,647,Fashion,432.59,449.62,0.04,2023-03-24 18:00:00
7230,758,Electronics,256.43,277.51,0.08,2023-03-24 19:00:00
5940,361,Electronics,467.64,536.22,0.13,2023-03-24 20:00:00
4271,258,Toys,416.64,457.25,0.09,2023-03-24 21:00:00
4456,364,Fashion,495.93,560.16,0.11,2023-03-24 22:00:00
8788,567,Fashion,313.43,413.19,0.24,2023-03-24 23:00:00
9599,301,Fashion,390.71,489.46,0.2,2023-03-25 00:00:00
8650,254,Home & Kitchen,273.72,312.32000000000005,0.12,2023-03-25 01:00:00
3711,112,Toys,133.26,186.13,0.28,2023-03-25 02:00:00
2668,396,Electronics,180.6,271.55,0.33,2023-03-25 03:00:00
1147,995,Fashion,447.53,461.28999999999996,0.03,2023-03-25 04:00:00
7420,933,Toys,32.69,80.66,0.59,2023-03-25 05:00:00
1365,597,Electronics,297.78,338.65,0.12,2023-03-25 06:00:00
5531,696,Home & Kitchen,189.38,222.39,0.15,2023-03-25 07:00:00
6330,891,Books,196.41,295.86,0.34,2023-03-25 08:00:00
6510,344,Electronics,442.86,517.55,0.14,2023-03-25 09:00:00
9754,399,Electronics,427.64,469.57,0.09,2023-03-25 10:00:00
9964,461,Electronics,301.43,385.19,0.22,2023-03-25 11:00:00
7493,453,Books,140.09,191.61,0.27,2023-03-25 12:00:00
6439,927,Fashion,240.35,328.27,0.27,2023-03-25 13:00:00
7511,620,Books,207.11,237.42000000000002,0.13,2023-03-25 14:00:00
8504,485,Electronics,180.04,206.28,0.13,2023-03-25 15:00:00
2246,858,Home & Kitchen,55.88,84.37,0.34,2023-03-25 16:00:00
4839,411,Electronics,273.84,330.0,0.17,2023-03-25 17:00:00
9551,513,Home & Kitchen,154.41,187.07999999999998,0.17,2023-03-25 18:00:00
3376,377,Toys,332.1,351.08000000000004,0.05,2023-03-25 19:00:00
4009,849,Home & Kitchen,163.01,262.5,0.38,2023-03-25 20:00:00
2827,814,Electronics,218.43,308.97,0.29,2023-03-25 21:00:00
7979,858,Books,30.92,96.25,0.68,2023-03-25 22:00:00
9569,846,Electronics,496.31,586.01,0.15,2023-03-25 23:00:00
5285,692,Electronics,256.27,350.14,0.27,2023-03-26 00:00:00
7910,455,Toys,17.0,86.23,0.8,2023-03-26 01:00:00
9561,624,Fashion,272.91,327.18,0.17,2023-03-26 02:00:00
3196,938,Electronics,435.83,524.62,0.17,2023-03-26 03:00:00
4747,115,Toys,387.41,446.35,0.13,2023-03-26 04:00:00
9843,144,Books,351.95,369.0,0.05,2023-03-26 05:00:00
6978,420,Toys,74.04,113.89000000000001,0.35,2023-03-26 06:00:00
6607,750,Toys,330.58,377.94,0.13,2023-03-26 07:00:00
1769,425,Home & Kitchen,384.32,478.18,0.2,2023-03-26 08:00:00
1780,247,Fashion,288.35,355.97,0.19,2023-03-26 09:00:00
